Gene,RANGE,N_INFORMATIVE,NumVar,NumPolyVar,NonRefSite,P_value,Test_Type,neg_log10_p,significance_level,Q,rho,OptFreq,Zmax,Stat
OTX2-AS1,"14:56349628-56467779,14:56348476-56457088",282,4,4,9.0,0.122084,CMC,0.9133412497900092,Not_Significant,,,,,
ZNF225,"19:49309391-49330815,19:49309391-49330815",282,2,2,,0.122327,SKAT-O,0.912477674960109,Not_Significant,661.501,0.8,,,
PLA2G4A,"1:185064703-185224736,1:185064703-185224736",282,1,1,3.0,0.122929,CMC,0.9103456512528573,Not_Significant,,,,,
SLC7A6OS,16:66889437-66902350,282,1,1,,0.123082,Variable_Threshold,0.9098054553730129,Not_Significant,,,0.008866,13.2471,13.2471
KCNMB3,"3:180443247-180452097,3:180443247-180460373,3:180443247-180452339,3:180440230-180467532,3:180443247-180467532,3:180440230-180460373",282,1,1,,0.123356,Variable_Threshold,0.9088397217030776,Not_Significant,,,0.008866,13.2471,13.2471
SFTPD,10:81687475-81698841,282,1,1,3.0,0.123475,CMC,0.9084209651664141,Not_Significant,,,,,
DDX31,"9:134458204-134535609,9:134523294-134535609,9:134458204-134535609,9:134458204-134535191,9:134503070-134535609,9:134458204-134528625,9:134458204-134528534,9:134458204-134535191",282,1,1,3.0,0.123478,CMC,0.9084104134950777,Not_Significant,,,,,
SPAG17,1:118297738-118529374,282,3,3,,0.123496,SKAT-O,0.9083471088501508,Not_Significant,2753.59,1.0,,,
DPP4,"2:162557000-162638971,2:162557000-162638971,2:162557000-162638971,2:162557000-162638971,2:162557000-162638971,2:162557000-162638971,2:162557000-162638971,2:162557000-162638971",282,1,1,,0.123498,Variable_Threshold,0.9083400755702831,Not_Significant,,,0.008866,13.2471,13.2471
HSD17B12,11:43658863-43834738,282,1,1,4.0,0.123859,CMC,0.9070724306742198,Not_Significant,,,,,
HOOK1,1:60053208-60114582,282,1,1,3.0,0.123859,CMC,0.9070724306742198,Not_Significant,,,,,
VPS37A,"8:17148837-17199904,8:17148771-17199904,8:17148837-17235335,8:17148837-17235335,8:17148837-17199904,8:17148837-17199904,8:17148837-17199904,8:17148837-17199904,8:17148837-17199904",282,1,1,3.0,0.123859,CMC,0.9070724306742198,Not_Significant,,,,,
ABCB5,"7:20653477-20763156,7:20653477-20673714,7:20653477-20666550,7:20621814-20763156",282,1,1,3.0,0.123859,CMC,0.9070724306742198,Not_Significant,,,,,
MIR1268A,"15:20014592-20014644,19:3693815-3938432,9:130154146-130464236",282,2,2,,0.123943,Variable_Threshold,0.9067779961024474,Not_Significant,,,0.008866,15.6775,15.6775
KDM5A,12:259483-368747,282,2,2,,0.124172,SKAT-O,0.9059763237763423,Not_Significant,348.397,1.0,,,
GDPD1,"17:54652653-54708112,17:54652653-54705164,17:54652653-54708112",282,1,1,,0.124411,Variable_Threshold,0.9051412190977641,Not_Significant,,,0.008866,13.2471,13.2471
PAQR5,"15:67393795-67487030,15:67378304-67487173",282,1,1,,0.124793,Variable_Threshold,0.9038097748029108,Not_Significant,,,0.008866,13.2471,13.2471
RTN1,"14:59132446-59146610,14:59132453-59407247,14:59132446-59167285",282,1,1,5.0,0.125347,CMC,0.9018860557946112,Not_Significant,,,,,
RBM47,"4:40120053-40212759,4:40120053-40326638,4:40120053-40211355,4:40120053-40327368",282,2,2,,0.125364,SKAT-O,0.9018271592467638,Not_Significant,687.081,1.0,,,
LOC101927066,8:98033267-98527901,282,2,2,,0.125816,Variable_Threshold,0.9002641262209687,Not_Significant,,,0.008866,15.6775,15.6775
SIK2,11:110978382-111106789,282,1,1,5.0,0.125866,CMC,0.9000915693882924,Not_Significant,,,,,
LINC01656,22:43217870-43219332,282,1,1,4.0,0.125894,CMC,0.8999949675012299,Not_Significant,,,,,
LINC00457,13:33907590-34112822,282,1,1,,0.126042,SKAT-O,0.899484714177247,Not_Significant,103.875,0.0,,,
LOC101929705,"6:44071438-44150367,6:44071438-44079365",282,1,1,4.0,0.126115,CMC,0.8992332557758173,Not_Significant,,,,,
SMCR8,17:18159331-18172095,282,1,1,,0.126415,Variable_Threshold,0.8982013910004432,Not_Significant,,,0.008866,13.2471,13.2471
MEG3,"14:100362197-100397113,14:100362221-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100390395,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113,14:100362197-100397113",282,1,1,5.0,0.12656,CMC,0.8977035338463987,Not_Significant,,,,,
FBXL15,10:104169560-104172883,282,1,1,,0.12679,SKAT-O,0.8969149981583855,Not_Significant,103.774,0.0,,,
LINC02767,"1:206198958-206208110,1:206198958-206208110",282,1,1,4.0,0.126884,CMC,0.8965931387390724,Not_Significant,,,,,
BLMH,17:25599346-25643088,282,2,2,,0.126943,Variable_Threshold,0.896391242369547,Not_Significant,,,0.008866,13.2471,13.2471
LOC101928516,6:74835886-75457163,282,1,1,4.0,0.127055,CMC,0.8960082394708968,Not_Significant,,,,,
PGD,"1:10381707-10403155,1:10381707-10403155,1:10381707-10403155",282,1,1,4.0,0.127055,CMC,0.8960082394708968,Not_Significant,,,,,
PPP2R2D,"10:133597944-133623328,10:133597949-133623328,10:133597949-133623328",282,1,1,3.0,0.127082,CMC,0.8959159589209926,Not_Significant,,,,,
PPY,"17:39373695-39375168,17:39373697-39375370",282,1,1,3.0,0.127082,CMC,0.8959159589209926,Not_Significant,,,,,
ACTN1,"14:68410597-68515772,14:68410597-68515772,14:68410597-68515772",282,1,1,,0.127253,Variable_Threshold,0.8953319703421836,Not_Significant,,,0.008866,13.2471,13.2471
TBC1D9,4:141761385-141896989,282,1,1,3.0,0.127491,CMC,0.8945204723931318,Not_Significant,,,,,
TCTEX1D4,"1:45044151-45045610,1:45044151-45045610,1:45044168-45045544,1:45044151-45045610",282,1,1,3.0,0.127491,CMC,0.8945204723931318,Not_Significant,,,,,
FAT3,"11:91597631-91994628,11:91597631-92269287,11:91597631-92269287",282,4,4,14.0,0.127569,CMC,0.8942548488485192,Not_Significant,,,,,
TMEM138,"11:60886421-60893556,11:60886421-60893556,11:60886421-60893556",282,1,1,5.0,0.127745,CMC,0.8936560893529772,Not_Significant,,,,,
LINC01692,21:25134734-25351927,282,2,2,5.0,0.127952,CMC,0.8929529213268123,Not_Significant,,,,,
HSPA4,5:132415603-132470040,282,1,1,,0.128031,Variable_Threshold,0.8926848623919643,Not_Significant,,,0.008866,13.2471,13.2471
ALK,"2:29269143-29997956,2:29269143-29300270",282,3,3,,0.128167,SKAT-O,0.8922237810791771,Not_Significant,649.959,0.0,,,
CFAP221,"2:120018494-120130707,2:120018477-120105132,2:120018494-120130707",282,1,1,2.0,0.128192,CMC,0.8921390767225366,Not_Significant,,,,,
CFAP299,"4:81475907-82103926,4:81475897-82103934",282,3,3,,0.128655,Variable_Threshold,0.8905733308666675,Not_Significant,,,0.007093,15.2339,15.2339
TANC2,17:58397327-58858794,282,1,1,,0.128783,SKAT-O,0.8901414622360497,Not_Significant,205.113,0.0,,,
LOC105378305,10:53986745-54185170,282,2,2,,0.129002,Variable_Threshold,0.8894035565051648,Not_Significant,,,0.008866,11.3812,11.3812
ZNF559-ZNF177,"19:9296370-9354293,19:9295854-9354293,19:9295854-9354293",282,1,1,3.0,0.12903,CMC,0.8893093027262456,Not_Significant,,,,,
ZNF559,"19:9295901-9315521,19:9295447-9315521,19:9295447-9315521,19:9295447-9315521,19:9295447-9315521,19:9295854-9317574,19:9295447-9315521,19:9295447-9315521",282,1,1,3.0,0.12903,CMC,0.8893093027262456,Not_Significant,,,,,
TXNRD1,"12:103204939-103268215,12:103204939-103268215,12:103204939-103268215,12:103133686-103268215,12:103204939-103268215,12:103204939-103268215,12:103204939-103268215",282,1,1,4.0,0.129058,CMC,0.8892150693985358,Not_Significant,,,,,
MGLL,"3:128890594-129024783,3:128890594-129024415,3:128890594-129024415",282,2,2,,0.129296,Variable_Threshold,0.8884149105782191,Not_Significant,,,0.008866,11.6809,11.6809
CLN5,"13:76464216-76477253,13:76464216-76477253",282,1,1,4.0,0.129738,CMC,0.8869328013006489,Not_Significant,,,,,
FAM178B,"2:96905345-96927597,2:96905348-97016044,2:96905345-96924626",282,1,1,3.0,0.130032,CMC,0.8859497575912445,Not_Significant,,,,,
LRRC77P,"3:169096429-169124491,3:169096429-169124491",282,1,1,3.0,0.130086,CMC,0.8857694401786881,Not_Significant,,,,,
DCC,18:48120564-49316266,282,9,9,,0.130254,SKAT-O,0.8852089309746671,Not_Significant,1836.34,0.0,,,
MAP2K5,"15:65622094-65886506,15:65628485-65886506,15:65622094-65886506",282,1,1,4.0,0.131022,CMC,0.8826557755166997,Not_Significant,,,,,
CTTNBP2,"7:117137941-117300731,7:117137941-117300731,7:117137941-117299510,7:117137941-117299510",282,1,1,4.0,0.131055,CMC,0.8825464052325576,Not_Significant,,,,,
CRTC3,"15:88874158-88989581,15:88874158-88989581",282,4,4,,0.131231,SKAT-O,0.8819635617694123,Not_Significant,914.881,1.0,,,
BBOF1,14:73555804-73602548,282,1,1,5.0,0.13132,CMC,0.8816691259426975,Not_Significant,,,,,
CFAP52,"17:9420683-9487489,17:9420683-9487489",282,1,1,,0.131578,SKAT-O,0.880816719212318,Not_Significant,342.018,0.0,,,
LINC01570,16:5591170-5606252,282,1,1,4.0,0.131592,CMC,0.8807705124049131,Not_Significant,,,,,
AHNAK,"11:62039949-62069874,11:62039949-62069712,11:62039949-62070854,11:61957591-62070854",282,3,3,9.0,0.132117,CMC,0.8790412964568418,Not_Significant,,,,,
ELAVL2,"9:23680102-23840599,9:23680102-23816238,9:23680102-23816238,9:23680102-23811307,9:23680102-23816238,9:23680102-23816238,9:23680102-23840599,9:23680102-23816238,9:23680102-23816238,9:23680102-23811307,9:23680102-23811307,9:23680102-23816238,9:23680102-23811307,9:23680102-23811818,9:23680102-23816238,9:23680102-23816238,9:23680102-23840599,9:23680102-23816238,9:23680102-23811307,9:23680102-23811818,9:23680102-23840599,9:23680102-23811154,9:23680102-23811154,9:23680102-23811307,9:23680102-23811307,9:23680102-23811307,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23812553,9:23680102-23813130,9:23680102-23813130,9:23680102-23813130,9:23680102-23813130,9:23680102-23813130,9:23680102-23840599,9:23680102-23840599,9:23680102-23840599",282,2,2,,0.132305,Variable_Threshold,0.8784237428769175,Not_Significant,,,0.008866,11.6809,11.6809
GAN,"16:79906067-79981915,16:79906067-79981915",282,2,2,,0.13236,SKAT-O,0.8782432415121846,Not_Significant,487.949,1.0,,,
CNTN1,"12:39372510-39652786,12:39508006-39652786,12:39588425-39752480,12:39372507-39752484",282,5,5,9.0,0.134056,CMC,0.8727137433478166,Not_Significant,,,,,
GLB1,"3:33013103-33113328,3:33013112-33113642,3:33013103-33113726,3:33013103-33113726",282,2,2,,0.135069,Variable_Threshold,0.869444315476843,Not_Significant,,,0.007093,12.7388,12.7388
ROCK2,"2:11237335-11403014,2:11237335-11402213",282,1,1,4.0,0.135711,CMC,0.8673849493506748,Not_Significant,,,,,
ARHGEF12,"11:119712331-119865856,11:119761245-119865856,11:119712331-119865856",282,1,1,4.0,0.135874,CMC,0.8668636391969465,Not_Significant,,,,,
SLC7A5,16:86421129-86460614,282,2,2,9.0,0.135994,CMC,0.8664802521031153,Not_Significant,,,,,
PSMD6,"3:63971264-63984322,3:63971264-63984188,3:63971264-63984726,3:63971266-63984210",282,1,1,4.0,0.136212,CMC,0.8657846302777613,Not_Significant,,,,,
KCNH1,"1:208918278-209374113,1:208918278-209374113",282,1,1,,0.136294,SKAT-O,0.8655232624650091,Not_Significant,367.816,0.0,,,
GOLGA6L9,"15:80509239-80518641,15:80895764-80905166,15:80510042-80518641,15:80591823-80905166,15_random:632974-642405,15_random:633777-642405",282,1,1,,0.136463,SKAT-O,0.8649850854295237,Not_Significant,139.862,0.0,,,
ADAMTS7P1,"15:80372675-80413970,15:80680000-80721297",282,1,1,,0.136463,SKAT-O,0.8649850854295237,Not_Significant,139.862,0.0,,,
GOLGA6L17P,15:80591057-80992327,282,1,1,,0.136463,SKAT-O,0.8649850854295237,Not_Significant,139.862,0.0,,,
CYP2B6,19:46189026-46216143,282,1,1,3.0,0.136971,CMC,0.8633713735236085,Not_Significant,,,,,
CDC42BPA,"1:225244188-225572816,1:225244188-225572816,1:225244188-225572816,1:225244188-225572816,1:225244181-225572816",282,2,2,,0.137439,Variable_Threshold,0.8618900134085099,Not_Significant,,,0.007093,15.2339,15.2339
SUFU,"10:104253718-104383282,10:104253718-104369214",282,1,1,,0.137502,SKAT-O,0.8616909848690141,Not_Significant,214.833,0.0,,,
SHOC1,"9:113488271-113585594,9:113488271-113597038,9:113488271-113561637,9:113488271-113561637,9:113488271-113597038",282,1,1,3.0,0.137738,CMC,0.8609462274002839,Not_Significant,,,,,
NEB,"2:152050098-152299247,2:152050098-152299247,2:152050098-152299236,2:152050098-152299236",282,2,2,,0.138378,Variable_Threshold,0.8589329506167618,Not_Significant,,,0.007093,15.2339,15.2339
NPHP1,"2:110238213-110319879,2:110238213-110319879,2:110238213-110319879,2:110238213-110319879,2:110238213-110319879,2:110238213-110319879",282,2,2,8.0,0.138448,CMC,0.8587133136290426,Not_Significant,,,,,
NPTXR,22:37544402-37569979,282,1,1,5.0,0.138887,CMC,0.8573384028763862,Not_Significant,,,,,
GTF2H5,6:158509369-158540364,282,1,1,4.0,0.138927,CMC,0.8572133423726235,Not_Significant,,,,,
ZFHX3,"16:71374286-71639528,16:71374286-71650421,16:71718037-71735847",282,5,5,,0.139069,Variable_Threshold,0.8567696682061334,Not_Significant,,,0.007093,15.2339,15.2339
BNC2,"9:16399500-16860668,9:16399500-16860668,9:16399500-16860668",282,4,4,,0.13927,SKAT-O,0.856142424406043,Not_Significant,1078.22,1.0,,,
PTPN13,"4:87734491-87955336,4:87734491-87955352,4:87734491-87955336,4:87734491-87955336",282,3,3,,0.140195,SKAT-O,0.8532674750364887,Not_Significant,891.156,0.0,,,
TRAF3IP1,"2:238893923-238974280,2:238893897-238974277",282,1,1,5.0,0.140253,CMC,0.8530878404496168,Not_Significant,,,,,
CCDC149,"4:24416836-24523698,4:24416836-24523698,4:24416836-24523762,4:24416836-24590924",282,1,1,5.0,0.140711,CMC,0.8516719505214225,Not_Significant,,,,,
AGAP1,"2:236067425-236426590,2:236067425-236705176,2:236067425-236705176",282,3,3,,0.140968,SKAT-O,0.8508794618174721,Not_Significant,582.339,0.0,,,
PTPRM,"18:7557313-8396854,18:7557313-8396854,18:7936872-8396854,18:7936872-8396854,18:7936872-8396854,18:7936872-8396854,18:7936872-8396854,18:7936872-8396854",282,10,10,,0.141177,SKAT-O,0.8502360510654144,Not_Significant,2247.67,0.3,,,
CCL15-CCL14,"17:31334804-31353197,17:31334804-31353197",282,1,1,4.0,0.141486,CMC,0.8492865313308566,Not_Significant,,,,,
TMA7,"3:48456670-48460620,3:48456670-48460620,3:48456670-48460620",282,1,1,4.0,0.141676,CMC,0.8487037132694966,Not_Significant,,,,,
KDM2A,"11:66643309-66782126,11:66764060-66782126,11:66643309-66782126",282,1,1,3.0,0.141681,CMC,0.8486883865091924,Not_Significant,,,,,
GPR139,"16:19950307-19992601,16:19947061-19992713",282,2,2,3.0,0.14182,CMC,0.8482625189614815,Not_Significant,,,,,
SLC16A12,10:91180035-91285331,282,2,2,7.0,0.142023,CMC,0.8476413178407379,Not_Significant,,,,,
OR14A2,1:245952881-245978083,282,1,1,5.0,0.142231,CMC,0.8470057365060257,Not_Significant,,,,,
EXT1,8:118875909-119193246,282,7,7,,0.142324,Variable_Threshold,0.8467218589550772,Not_Significant,,,0.00532,14.4386,14.4386
SERP1,3:151742474-151746973,282,1,1,5.0,0.142418,CMC,0.8464351173940717,Not_Significant,,,,,
LOC653653,17:55533902-55535062,282,1,1,4.0,0.142492,CMC,0.846209517784486,Not_Significant,,,,,
CCDC187,9:138281639-138306676,282,1,1,,0.143553,SKAT-O,0.8429877270975926,Not_Significant,219.872,0.0,,,
MTUS1,"8:17545582-17578290,8:17545582-17624364,8:17545582-17702706,8:17545582-17599526,8:17545582-17624010,8:17545582-17702706,8:17545582-17703013,8:17545590-17702883,8:17545582-17703013,8:17545582-17703013,8:17545590-17702883,8:17545582-17703013,8:17545582-17703368",282,2,2,,0.143982,SKAT-O,0.8416917981081966,Not_Significant,191.524,0.6,,,
LRRFIP2,"3:37069120-37191077,3:37069120-37191710,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37189292-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37191385,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855,3:37069120-37192855",282,2,2,,0.144063,SKAT-O,0.8414475456201381,Not_Significant,439.496,0.0,,,
ATL2,"2:38374599-38457919,2:38374599-38457919,2:38374602-38458069,2:38374602-38457176,2:38374602-38457176,2:38374602-38459230,2:38374599-38457919,2:38374599-38457919,2:38374599-38457919,2:38374602-38457176",282,1,1,5.0,0.144077,CMC,0.8414053430606084,Not_Significant,,,,,
MIR9-3HG,"15:87712333-87742722,15:87722276-87742722,15:87706755-87742722,15:87705813-87742722",282,1,1,3.0,0.144249,CMC,0.8408871888896471,Not_Significant,,,,,
ANKRD55,5:55431263-55564914,282,1,1,5.0,0.144473,CMC,0.8402133089396268,Not_Significant,,,,,
LOC338963,15:81176276-81179799,282,1,1,4.0,0.144474,CMC,0.8402103028901997,Not_Significant,,,,,
BLNK,"10:97938916-98021316,10:97941444-98021263,10:97941444-98021263,10:97941444-98021263,10:97941444-98021323,10:97941444-98021263,10:97941444-98021263,10:97941444-98021263,10:97941444-98021263",282,2,2,8.0,0.144476,CMC,0.8402042908537656,Not_Significant,,,,,
SGSM1,"22:23532187-23652813,22:23532177-23653545,22:23532177-23653545,22:23532177-23653545",282,2,2,,0.144563,SKAT-O,0.8399428477885277,Not_Significant,338.637,1.0,,,
GALNT17,7:70235065-70816520,282,3,3,,0.144572,SKAT-O,0.8399158109348891,Not_Significant,524.554,0.3,,,
HP1BP3,"1:20953135-20986387,1:20953135-20985732,1:20953135-20986387,1:20939345-20985746,1:20939345-20986387,1:20939345-20985732,1:20941758-20985752,1:20939345-20985732,1:20939345-20985732,1:20939345-20985732,1:20939345-20985732,1:20939345-20985732,1:20939345-20986387,1:20939345-20986387,1:20939345-20986387",282,3,3,,0.144648,SKAT-O,0.8396875668204824,Not_Significant,1019.41,0.0,,,
PRR12,19:54786250-54821508,282,1,1,4.0,0.145306,CMC,0.8377164523703076,Not_Significant,,,,,
LOC401478,8:138891099-139164970,282,2,2,,0.145797,SKAT-O,0.8362514122104313,Not_Significant,337.981,0.0,,,
ANKRD30BP3,10:44970115-45001495,282,1,1,5.0,0.146269,CMC,0.834847707746968,Not_Significant,,,,,
SPOCK1,5:136338885-136862914,282,3,3,,0.146645,SKAT-O,0.8337327401121934,Not_Significant,519.669,0.0,,,
SMYD4,17:1629528-1679946,282,1,1,3.0,0.146765,CMC,0.8333775010901142,Not_Significant,,,,,
DOCK9,"13:98243683-98428319,13:98310435-98536949,13:98243683-98428319,13:98243683-98428319,13:98243683-98536949,13:98243683-98466040,13:98243683-98428319,13:98243683-98428319,13:98310435-98428319,13:98243683-98428319,13:98243683-98428319,13:98243683-98536949,13:98243683-98466040,13:98243683-98466040",282,2,2,,0.146883,SKAT-O,0.83302846583959,Not_Significant,64.2848,0.0,,,
CORO2B,"15:66695932-66807198,15:66711380-66807198,15:66597765-66807198,15:66720895-66807198,15:66658385-66807198",282,1,1,,0.14701,SKAT-O,0.8326531224143646,Not_Significant,95.8625,0.0,,,
FMO1,"1:169484256-169521721,1:169484233-169521741,1:169493685-169521741,1:169484256-169521721",282,1,1,,0.147445,SKAT-O,0.8313699502008739,Not_Significant,198.417,0.0,,,
GJB7,6:88049416-88095715,282,1,1,5.0,0.147519,CMC,0.8311520402706105,Not_Significant,,,,,
DPP6,"7:153215351-154316928,7:153215059-154316927,7:153633176-154316928,7:153380415-154011273,7:153380415-154316928,7:153633176-154316928,7:153633176-154316928,7:153633176-154011273,7:153076150-154316928,7:153076150-154316928,7:153076150-154316928,7:153076150-154316928,7:153215059-154219793",282,4,4,12.0,0.1478,CMC,0.8303255659411931,Not_Significant,,,,,
LINC02627,10:107423357-107570081,282,2,2,,0.148324,SKAT-O,0.8287885709928406,Not_Significant,541.837,1.0,,,
ZCCHC14,16:85997354-86084131,282,1,1,5.0,0.148559,CMC,0.8281010326389249,Not_Significant,,,,,
ATRN,"20:3399664-3579762,20:3399664-3544693,20:3399664-3544693,20:3399664-3557945",282,3,3,,0.148651,Variable_Threshold,0.8278321648780067,Not_Significant,,,0.008866,15.0899,15.0899
SPINK8,3:48323335-48344835,282,1,1,3.0,0.14879,CMC,0.8274262562280289,Not_Significant,,,,,
CLYBL,"13:99056918-99343019,13:99056944-99359699",282,2,2,,0.14916,SKAT-O,0.8263476253107305,Not_Significant,490.939,0.0,,,
ZCCHC17,"1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542415-31610387,1:31542465-31610369",282,1,1,3.0,0.149201,CMC,0.8262282660521805,Not_Significant,,,,,
DPYD,"1:97315887-98159178,1:97957901-98159203",282,7,7,15.0,0.149287,CMC,0.8259780092480398,Not_Significant,,,,,
SLFN12L,"17:30826054-30838871,17:30826054-30888993",282,1,1,3.0,0.149307,CMC,0.8259198306533524,Not_Significant,,,,,
CTNNBL1,"20:35755770-35933945,20:35755845-35933934",282,1,1,3.0,0.149307,CMC,0.8259198306533524,Not_Significant,,,,,
SMG1,16:18723682-18845231,282,1,1,3.0,0.149307,CMC,0.8259198306533524,Not_Significant,,,,,
NPIPB2,16:11928622-11965796,282,1,1,4.0,0.149501,CMC,0.8253559023694551,Not_Significant,,,,,
PLA2G12A,4:110850593-110870675,282,2,2,,0.14974,Variable_Threshold,0.8246621712079798,Not_Significant,,,0.007093,13.8348,13.8348
ZBTB49,"4:4342878-4374411,4:4342878-4374411,4:4342878-4374411",282,1,1,3.0,0.149839,CMC,0.8243751340306508,Not_Significant,,,,,
MSH2,"2:47483798-47563866,2:47483709-47563871",282,1,1,4.0,0.14984,CMC,0.824372235632819,Not_Significant,,,,,
SLC9A5,"16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595,16:65840382-65863595",282,1,1,3.0,0.149922,CMC,0.8241346328118855,Not_Significant,,,,,
STX12,1:27972316-28023541,282,2,2,,0.150098,SKAT-O,0.823625094530551,Not_Significant,333.267,0.5,,,
LINC02238,1:73912949-73976913,282,1,1,4.0,0.150178,CMC,0.8233936836993537,Not_Significant,,,,,
GRAMD1B,"11:122806186-122811633,11:122734339-123003707,11:122885833-123003707,11:122901543-123003707,11:122901543-123003707,11:122936179-123003707,11:122734339-123003707,11:122734339-123003707,11:122734339-123003685",282,1,1,3.0,0.150215,CMC,0.8232866978780351,Not_Significant,,,,,
MTMR12,"5:32262869-32348802,5:32262869-32348802,5:32262869-32348802",282,1,1,,0.150508,SKAT-O,0.8224404152627172,Not_Significant,209.031,0.0,,,
TANGO6,16:67434934-67676586,282,1,1,4.0,0.150945,CMC,0.821181268254489,Not_Significant,,,,,
TNS2,"12:51728999-51744429,12:51730115-51744429,12:51727041-51744423",282,1,1,4.0,0.151029,CMC,0.8209396531656349,Not_Significant,,,,,
LOC283335,12:51723239-51734489,282,1,1,4.0,0.151029,CMC,0.8209396531656349,Not_Significant,,,,,
SGCG,"13:22653117-22797301,13:22653117-22797301,13:22653074-22797301,13:22632646-22797301",282,1,1,2.0,0.151082,CMC,0.820787274683706,Not_Significant,,,,,
AKAP6,14:31868254-32376640,282,2,2,,0.151095,Variable_Threshold,0.8207499069934567,Not_Significant,,,0.008866,10.6289,10.6289
SCMH1,"1:41265460-41480565,1:41265460-41480565,1:41265460-41480565,1:41265457-41399691,1:41265460-41480565,1:41265457-41399691,1:41265457-41399691,1:41265457-41399691,1:41265457-41401276,1:41265460-41480565",282,1,1,2.0,0.151124,CMC,0.8206665598841496,Not_Significant,,,,,
MAPKAP1,"9:127239493-127509334,9:127239493-127509334,9:127323569-127509308,9:127239493-127509308,9:127239493-127509334,9:127239493-127509334",282,2,2,4.0,0.151318,CMC,0.820109407497612,Not_Significant,,,,,
CD5,"11:60618010-60651899,11:60626536-60651899",282,1,1,,0.151346,SKAT-O,0.8200290527443014,Not_Significant,219.952,0.0,,,
ARRDC3-AS1,5:90711919-90752288,282,1,1,,0.151952,SKAT-O,0.8182935793402241,Not_Significant,359.926,0.0,,,
SNAP91,"6:84319323-84475831,6:84319323-84475831,6:84319323-84475210,6:84319323-84475210,6:84319323-84475539,6:84319323-84475539,6:84319323-84475831,6:84319323-84475210,6:84319323-84475210,6:84319323-84475210,6:84319323-84475831,6:84319323-84475539,6:84319323-84475539,6:84319323-84475831,6:84374870-84475539,6:84361547-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475239,6:84319323-84475539,6:84319323-84475831,6:84319323-84475539,6:84319323-84475539,6:84319323-84475210,6:84319323-84475539,6:84319323-84475539,6:84319323-84475210,6:84319323-84475831,6:84319323-84475539,6:84319323-84475831,6:84319323-84475831,6:84319323-84475539,6:84319323-84475539,6:84319323-84475210,6:84319323-84475539,6:84319323-84475210,6:84319323-84475831,6:84319323-84475539,6:84319323-84475846,6:84319323-84475210,6:84319323-84469364,6:84319323-84475210,6:84319323-84475210,6:84319323-84475539,6:84319323-84475210,6:84319323-84475831,6:84319323-84475539,6:84319323-84475210,6:84319323-84475539,6:84319323-84475539,6:84319323-84474997,6:84319323-84475210,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539,6:84319323-84475846,6:84319323-84475846,6:84319323-84475566,6:84319323-84475846,6:84319323-84475539,6:84319323-84475831,6:84319323-84475539,6:84319323-84475210,6:84319323-84475539,6:84319323-84475539,6:84319323-84475539",282,2,2,,0.152079,Variable_Threshold,0.8179307518495422,Not_Significant,,,0.007093,13.8348,13.8348
TMEM220-AS1,"17:10573818-10659206,17:10573818-10612072,17:10573818-10611094,17:10573818-10611094",282,2,2,8.0,0.152535,CMC,0.8166304936100743,Not_Significant,,,,,
DNHD1,"11:6475085-6498666,11:6475085-6549826",282,1,1,,0.153272,SKAT-O,0.814537175583676,Not_Significant,229.117,0.0,,,
HIF1A-AS3,14:61252028-61287568,282,1,1,3.0,0.153656,CMC,0.8134504766310627,Not_Significant,,,,,
HIF1A-AS2,14:61283509-61285560,282,1,1,3.0,0.153656,CMC,0.8134504766310627,Not_Significant,,,,,
HIF1A,"14:61234092-61284730,14:61231983-61284729,14:61231983-61284729",282,1,1,3.0,0.153656,CMC,0.8134504766310627,Not_Significant,,,,,
IPO8,"12:30673188-30740070,12:30673181-30721445",282,1,1,3.0,0.153673,CMC,0.813402430360129,Not_Significant,,,,,
TPTE2P5,"13:40269120-40393886,13:40269120-40393886",282,1,1,4.0,0.153731,CMC,0.8132385477805315,Not_Significant,,,,,
POLA2,11:64786008-64822732,282,1,1,3.0,0.153732,CMC,0.8132357227610534,Not_Significant,,,,,
LINC02492,4:188691027-188830789,282,1,1,3.0,0.153896,CMC,0.8127726680210451,Not_Significant,,,,,
