Gene,RANGE,N_INFORMATIVE,NumVar,NumPolyVar,NonRefSite,P_value,Test_Type,neg_log10_p,significance_level,Q,rho,OptFreq,Zmax,Stat
MAN1C1,"1:25815868-25983527,1:25815868-25983527,1:25815868-25983527,1:25815868-25983527,1:25815868-25983527,1:25895232-25983527",282,1,1,5.0,0.512769,CMC,0.29007823843443153,Not_Significant,,,,,
CNGB3,8:87655522-87824978,282,1,1,5.0,0.446827,CMC,0.3498605920543523,Not_Significant,,,,,
OR5V1,"6:29429504-29444621,6_cox_hap1:776951-792082",282,1,1,5.0,0.45181,CMC,0.3450441609837013,Not_Significant,,,,,
FAT2,5:150863845-150951085,282,2,2,6.0,0.172167,CMC,0.764050088023633,Not_Significant,,,,,
PPP1R2,"3:196722512-196751437,3:196722512-196751437,3:196722512-196751437,3:196722512-196751437,3:196722512-196751437",282,1,1,,0.417316,SKAT-O,0.37953496400983183,Not_Significant,91.1413,0.0,,,
SDC4,20:43387342-43410478,282,1,1,,0.172927,SKAT-O,0.7621371927553047,Not_Significant,138.018,0.0,,,
CELF2,"10:10544518-11418678,10:10878807-11418678,10:10880693-11418678,10:11087280-11418678,10:11087627-11418678,10:11087280-11418678,10:11087280-11418678,10:10880693-11418678,10:11246998-11418678,10:10544518-11418678,10:11246849-11413424,10:11246849-11413424,10:10878807-11418678,10:11246998-11418678,10:11087280-11418678,10:11087280-11418678,10:11099840-11418678,10:11100466-11413424,10:11100724-11413424,10:11087627-11418678,10:11087280-11418678,10:11099898-11418678,10:11099840-11418678,10:11099840-11418678,10:11099840-11418678,10:10880693-11418678,10:11086616-11418678,10:11087280-11418678,10:11087280-11418678,10:10544518-11418678,10:10544518-11418678,10:10544518-11418678,10:10544518-11418678,10:11246849-11413424,10:11246849-11413424,10:11086616-11418678",282,10,10,,0.266736,SKAT-O,0.5739183658390337,Not_Significant,1938.73,1.0,,,
NRCAM,"7:107575329-107884116,7:107575306-107884077,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575306-107884077,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107671065,7:107575329-107884116,7:107575329-107884116,7:107575306-107884077,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575306-107884077,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107671065,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884400,7:107575329-107884400,7:107575329-107756206,7:107575329-107756206,7:107575329-107756206,7:107575329-107884400,7:107575329-107884400,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107756206,7:107575329-107756206,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116,7:107575329-107884116",282,1,1,,0.496242,SKAT-O,0.3043064815061291,Not_Significant,27.0281,0.0,,,
SHC4,15:46903229-47043408,282,1,1,,0.376812,SKAT-O,0.4238752750649395,Not_Significant,43.1403,0.0,,,
F11-AS1,"4:187444245-187659206,4:187574195-187659206",282,1,1,,0.106304,SKAT-O,0.9734503935647184,Not_Significant,508.509,0.0,,,
EFCAB5,"17:25292777-25425773,17:25281046-25425773,17:25292777-25459596",282,1,1,,0.293742,SKAT-O,0.5320339524756676,Not_Significant,63.3896,0.0,,,
ATP6V1H,"8:54790655-54918358,8:54790655-54918155,8:54790655-54918424",282,1,1,,0.857803,SKAT-O,0.06661243923337903,Not_Significant,2.51357,0.0,,,
TBX5,"12:113276098-113328332,12:113276117-113330200,12:113276117-113330630",282,1,1,,0.854821,SKAT-O,0.06812481726125158,Not_Significant,1.624,0.0,,,
PAK5,"20:9466017-9767724,20:9466031-9767724",282,1,1,,0.149103,SKAT-O,0.8265136183153595,Not_Significant,180.488,0.0,,,
AMZ2,"17:63755739-63764900,17:63755739-63764900,17:63755778-63764891,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755309-63764900,17:63713864-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63755739-63764900,17:63713864-63764900,17:63713864-63764900,17:63713864-63764900,17:63713864-63764900,17:63755309-63764900,17:63755309-63764900,17:63755739-63764900,17:63755739-63764900",282,1,1,,0.321006,SKAT-O,0.49348685001712556,Not_Significant,32.1997,0.0,,,
FOXP2,"7:113842287-114121063,7:113853792-114081434,7:113842105-114121056,7:113842105-114121056,7:113842105-114121056,7:113513617-114121056,7:113853792-114081434,7:113842105-114121056",282,2,2,,0.572259,SKAT-O,0.24240736838762483,Not_Significant,111.967,0.0,,,
VLDLR,"9:2611786-2650056,9:2611786-2650056,9:2611786-2650056,9:2611786-2650056",282,2,2,,0.599269,SKAT-O,0.22237818764166747,Not_Significant,158.812,0.0,,,
ABCC6,"16:16150922-16224852,16:16150922-16224829,16:16150922-16224829,16:16222544-16224829",282,1,1,,0.0533802,SKAT-O,1.2726198033710352,Not_Significant,273.012,0.0,,,
TTF2,1:117404470-117451598,282,2,2,,0.338798,SKAT-O,0.4700591620707508,Not_Significant,63.3714,1.0,,,
MICAL2,"11:12088712-12241907,11:12088712-12241907,11:12140201-12241913,11:12116512-12241913,11:12088712-12241907,11:12088712-12241907,11:12088712-12241907,11:12116512-12241913,11:12088712-12241907,11:12088712-12241907,11:12088712-12241907,11:12088712-12241907,11:12140201-12241913,11:12088712-12241907,11:12088712-12241907,11:12088712-12241907,11:12088698-12186492,11:12088712-12241907,11:12088712-12241907,11:12088712-12241907,11:12088712-12241907",282,1,1,,0.517166,SKAT-O,0.28637003463803645,Not_Significant,46.8244,0.0,,,
RSRC1,"3:159310534-159745318,3:159310534-159745318,3:159310571-159746213",282,1,1,,0.0925282,SKAT-O,1.0337258863105554,Not_Significant,427.846,0.0,,,
B3GALT5,"21:39951129-39966934,21:39951129-39966934,21:39951129-39966934,21:39951129-39966934,21:39906736-39956686,21:39936192-39966934,21:39936192-39966934,21:39906736-39966934",282,1,1,,0.458875,SKAT-O,0.3383056024879568,Not_Significant,35.4912,0.0,,,
MTHFD1,"14:63924823-63996496,14:63924823-63996496",282,1,1,,0.58022,SKAT-O,0.23640730528182696,Not_Significant,33.9977,0.0,,,
GMPPA,"2:220071856-220079955,2:220071856-220079955,2:220071856-220079955,2:220071856-220079955",282,1,1,,0.418756,SKAT-O,0.37803895727277376,Not_Significant,23.1937,0.0,,,
ROBO2,"3:77171939-77781804,3:76442720-77781804,3:77171939-77781804,3:77171939-77781804,3:77229852-77781804,3:77171939-77781804,3:77229852-77781804,3:77171939-77781804,3:77229852-77781804,3:77229852-77781804,3:77229852-77781804,3:76442720-77781804,3:77229852-77781804,3:76442720-77781804,3:77229852-77781804,3:77171939-77781804,3:77171939-77781804,3:77229852-77781804,3:76442720-77781804",282,6,6,,0.080797,SKAT-O,1.092604764319888,Not_Significant,2255.75,1.0,,,
SNX4,"3:126648183-126721736,3:126648183-126721736",282,1,1,,0.726647,SKAT-O,0.13867651511559742,Not_Significant,8.99603,0.0,,,
MBNL2,"13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96592088-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96672587-96844375,13:96592088-96844375,13:96592088-96844375,13:96672587-96844375,13:96592088-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96592088-96844375,13:96592088-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375,13:96672587-96844375",282,1,1,,0.129351,SKAT-O,0.8882302094460605,Not_Significant,212.756,0.0,,,
CLPB,"11:71681116-71823376,11:71674186-71823223,11:71674186-71823223,11:71674186-71823223",282,1,1,,0.207698,SKAT-O,0.6825676854251598,Not_Significant,267.625,0.0,,,
HDAC9,"7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18554655,7:18092972-18674991,7:18092972-18674991,7:18501896-18674991,7:18515417-18674991,7:18501857-18674991,7:18501896-18674991,7:18092972-18674991,7:18502409-19008562,7:18501896-19008562,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-19008562,7:18092972-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18515417-18674991,7:18501896-18674991,7:18501896-19008562,7:18092972-18674991,7:18296239-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18501896-18674991,7:18092972-19008562,7:18501896-18674991,7:18092972-18674991,7:18502409-18960464",282,4,4,,0.105192,SKAT-O,0.9780172876344349,Not_Significant,1310.74,1.0,,,
MIA3,"1:220858066-220907977,1:220884267-220907977,1:220858066-220907977,1:220858061-220907972,1:220858066-220907977,1:220884267-220907977",282,1,1,,0.608983,SKAT-O,0.2153948306992119,Not_Significant,14.2294,0.0,,,
DPP9,"19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4671405,19:4626238-4674854,19:4645152-4674854,19:4645152-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4645152-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4626238-4671364,19:4645152-4674854,19:4626238-4673785,19:4626238-4674854,19:4626238-4674854,19:4645152-4674854,19:4626238-4674175,19:4626238-4674854",282,2,2,,0.110271,SKAT-O,0.9575386869790238,Not_Significant,768.144,0.0,,,
ALDH3A1,"17:19581889-19589517,17:19581893-19592203,17:19581889-19589364,17:19581893-19592203",282,1,1,,0.008596,SKAT-O,2.0657035931805945,Significant,729.174,0.0,,,
KIF3A,"5:132056221-132101137,5:132056221-132101137,5:132056221-132101137",282,1,1,,0.341426,SKAT-O,0.4667034099155384,Not_Significant,139.509,0.0,,,
PEX5,"12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233075-7255322,12:7232515-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7262436,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233548-7255322,12:7233075-7255322,12:7233548-7255322,12:7233075-7262436,12:7233548-7255322,12:7233548-7255322",282,1,1,,0.0208704,SKAT-O,1.6804692272101558,Suggestive,243.127,0.0,,,
BAG6,"6:31714783-31728417,6:31714783-31728417,6:31714783-31728456,6:31714783-31728146,6:31714783-31728456,6_cox_hap1:3052922-3066564,6_cox_hap1:3052922-3066603,6_cox_hap1:3052922-3066293,6_cox_hap1:3052922-3066564,6_cox_hap1:3052922-3066603,6_qbl_hap2:2854383-2868023,6_qbl_hap2:2854383-2867752,6_qbl_hap2:2854383-2868062,6_qbl_hap2:2854383-2868023,6_qbl_hap2:2854383-2868062",282,1,1,,0.861623,SKAT-O,0.06468271658128723,Not_Significant,3.61331,0.0,,,
SLC12A6,"15:32309276-32417274,15:32309276-32416509,15:32309276-32417550,15:32309276-32417274,15:32309488-32416337,15:32309488-32398313,15:32309276-32417274",282,1,1,,0.968436,SKAT-O,0.01392907475410718,Not_Significant,0.0657001,0.0,,,
PRKG1,"10:52420653-53728116,10:53476521-53728116,10:52504252-53728116,10:52504252-53492631",282,6,6,,0.0758453,SKAT-O,1.1200713265095241,Not_Significant,909.073,0.0,,,
PARP6,"15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949,15:70320575-70351949",282,1,1,,0.117169,SKAT-O,0.931187276626685,Not_Significant,177.713,0.0,,,
CHODL,"21:18211527-18561558,21:18211527-18561558,21:18540062-18561558,21:18211527-18561558,21:18539020-18561558,21:18211527-18561558",282,1,1,,0.543497,SKAT-O,0.26480284879395444,Not_Significant,15.2246,0.0,,,
CLIC6,"21:34963162-35012391,21:34963162-35012391",282,1,1,,0.0958007,SKAT-O,1.0186313175913233,Not_Significant,374.824,0.0,,,
RBMS3,"3:29297565-30026881,3:29297806-30007813,3:29297806-30007813,3:29297565-30026881,3:29297565-30026881,3:29297806-30026890",282,4,4,,0.0276226,SKAT-O,1.5587354455072262,Suggestive,1187.27,0.0,,,
NR6A1,"9:126319374-126573411,9:126319374-126573411,9:126319374-126573411",282,1,1,,0.771357,SKAT-O,0.11274457493747789,Not_Significant,2.89547,0.0,,,
GTDC1,"2:144412106-144711376,2:144412106-144722736,2:144412106-144806549,2:144412106-144807106,2:144412106-144806271,2:144412106-144806271,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144420050-144769350,2:144479789-144718926,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144807106,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144479789-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144807106,2:144412106-144806549,2:144412106-144806271,2:144412106-144806549,2:144418450-144768530,2:144412106-144806549,2:144412106-144806271,2:144412106-144806549,2:144412106-144806549,2:144412106-144807106,2:144412106-144806549,2:144412106-144806549,2:144412106-144806271,2:144412106-144806549,2:144412106-144806549,2:144479789-144806271,2:144412106-144806549,2:144420050-144768512,2:144412106-144807106,2:144412106-144807106,2:144412106-144806549,2:144412106-144806549,2:144412106-144806549,2:144412106-144807106,2:144412106-144806271,2:144412106-144806549,2:144412106-144806549,2:144412106-144806271,2:144412106-144806549,2:144479789-144806549",282,2,2,,0.128072,SKAT-O,0.8925458083870511,Not_Significant,715.453,1.0,,,
PPFIBP2,"11:7491805-7631562,11:7555697-7631562,11:7491805-7631562,11:7554846-7635948,11:7491805-7631562,11:7491805-7631562,11:7583540-7631562,11:7554846-7631562,11:7554846-7631562,11:7554846-7631562,11:7491805-7631562,11:7491805-7631562,11:7491805-7631562,11:7574995-7631562",282,1,1,,0.577178,SKAT-O,0.23869023104474432,Not_Significant,6.39244,0.0,,,
GRID2,"4:93444139-94914740,4:93444572-94914729",282,3,3,,0.846601,SKAT-O,0.07232122287568037,Not_Significant,104.251,0.0,,,
THRB,"3:24133648-24511345,3:24133648-24512203,3:24133648-24511345,3:24133648-24512203,3:24133648-24511345,3:24133648-24511345,3:24133648-24511345,3:24133648-24511345,3:24133648-24511345,3:24133648-24511345,3:24133648-24511345,3:24133648-24512203,3:24133648-24511345,3:24133648-24511345,3:24133648-24511345,3:24133648-24512203,3:24133648-24511345,3:24133648-24511345",282,2,2,,0.149437,SKAT-O,0.8255418596399692,Not_Significant,730.423,1.0,,,
RTN4,"2:55052830-55218471,2:55052830-55131091,2:55052830-55131238,2:55052830-55131912,2:55052830-55131091,2:55052830-55127966,2:55052830-55090912,2:55052830-55129306,2:55052830-55130331,2:55052830-55129796,2:55052830-55130331,2:55052830-55129796,2:55052830-55131091",282,4,4,,0.518013,SKAT-O,0.2856593411091674,Not_Significant,367.545,0.0,,,
SOD2-OT1,6:160101280-160103354,282,1,1,,0.323941,SKAT-O,0.48953408148384464,Not_Significant,81.7668,0.0,,,
ZNF100,"19:21697412-21742221,19:21697412-21742221,19:21697412-21742221,19:21697412-21742221,19:21697412-21742221",282,1,1,,0.585332,SKAT-O,0.23259773243198542,Not_Significant,33.9583,0.0,,,
LRMDA,"10:77212524-77987139,10:77077272-77987139,10:76861387-77989932",282,4,4,,0.173687,SKAT-O,0.7602326860983644,Not_Significant,994.557,0.6,,,
CMTM4,"16:65206153-65288147,16:65206153-65288147",282,1,1,,0.740183,SKAT-O,0.13066089369507553,Not_Significant,6.51894,0.0,,,
KCTD1,"18:22288872-22383397,18:22288872-22491435,18:22288872-22383776,18:22288872-22382515,18:22288872-22383397,18:22288872-22474306",282,2,2,,0.102858,SKAT-O,0.9877619244773854,Not_Significant,293.547,0.0,,,
ELAVL2,"9:23680102-23840599,9:23680102-23816238,9:23680102-23816238,9:23680102-23811307,9:23680102-23816238,9:23680102-23816238,9:23680102-23840599,9:23680102-23816238,9:23680102-23816238,9:23680102-23811307,9:23680102-23811307,9:23680102-23816238,9:23680102-23811307,9:23680102-23811818,9:23680102-23816238,9:23680102-23816238,9:23680102-23840599,9:23680102-23816238,9:23680102-23811307,9:23680102-23811818,9:23680102-23840599,9:23680102-23811154,9:23680102-23811154,9:23680102-23811307,9:23680102-23811307,9:23680102-23811307,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23811818,9:23680102-23812553,9:23680102-23813130,9:23680102-23813130,9:23680102-23813130,9:23680102-23813130,9:23680102-23813130,9:23680102-23840599,9:23680102-23840599,9:23680102-23840599",282,2,2,,0.671537,SKAT-O,0.17293005380219892,Not_Significant,155.181,0.0,,,
NTM,"11:130745719-131711926,11:130745719-131711926,11:131285921-131711926,11:131285027-131711926,11:130745719-131711926,11:131285921-131711926,11:131285921-131711926,11:131285921-131690171,11:131285921-131711926,11:131285921-131711926,11:131285921-131711926,11:131285027-131711926,11:131285921-131711926,11:131285921-131711926,11:131285027-131711926,11:130745719-131711926,11:130745719-131711926,11:130745719-131711926,11:131285921-131711926,11:130745719-131711926",282,8,8,,0.628901,SKAT-O,0.20141771470993752,Not_Significant,647.722,1.0,,,
LRFN2,6:40467307-40663081,282,1,1,,0.578646,SKAT-O,0.2375870446733803,Not_Significant,6.36858,0.0,,,
VTI1A,"10:114196735-114200473,10:114196735-114568493,10:114196735-114200473,10:114196962-114605117,10:114196735-114568493,10:114196962-114502357,10:114196962-114605117,10:114196962-114568493,10:114196962-114487547,10:114196735-114200473,10:114196962-114568493",282,1,1,,0.184094,SKAT-O,0.7349603658107848,Not_Significant,230.678,0.0,,,
FLNB,"3:57969188-58133017,3:57969188-58133017,3:57969188-58133017,3:57969188-58133017",282,2,2,,0.711923,SKAT-O,0.14756697614330613,Not_Significant,62.8452,1.0,,,
CAMTA1,"1:6768100-6854661,1:6768100-6854661,1:7687382-7752353,1:7652390-7752353,1:6767970-6870848,1:6768100-7752353,1:7652376-7752353,1:7662734-7752353,1:6768100-7752353,1:6768100-7752353,1:6768100-7752353,1:7687382-7752353,1:7652376-7752353,1:7687382-7752353,1:7652376-7752353,1:7652376-7752353,1:7687382-7752353,1:7687382-7752353,1:7652411-7752353,1:7687382-7752353,1:7687382-7752353,1:6768100-7752353,1:6768100-6854661,1:6768100-6870848,1:6767970-6870848,1:6767970-6870848",282,4,4,,0.631323,SKAT-O,0.19974838841519502,Not_Significant,131.103,1.0,,,
ANKS1B,"12:97661882-98072675,12:97661882-98072675,12:97661882-98072675,12:97661882-98072838,12:97661882-98072838,12:97661882-98072675,12:97661882-97812683,12:97661882-98072675,12:97661882-98072675,12:97661882-98072675,12:97661882-98072999,12:97661882-98072999,12:97661882-98902563,12:97661882-98902563,12:97661882-97812683,12:97661882-98072675,12:97661882-97813200,12:97661882-97812683,12:97652699-97812805,12:97661882-97813200,12:97661882-97813200,12:97661882-98072675,12:97652699-97812805,12:97652699-98072708,12:97661882-98072675,12:97652699-98072708,12:97661882-97813200,12:97652699-98072708,12:97661882-98072675,12:97661882-98072675,12:97652699-97812805,12:97661882-98072999,12:97661882-97812683,12:97661882-97812683,12:97661882-97812683,12:97661882-97812683,12:97661882-98072838,12:97661882-97812683,12:97652699-97812805,12:97661882-97812683,12:97661882-98072838,12:97661882-97812683,12:97661882-97813200,12:97661882-98902563,12:97661882-98902563,12:97661882-98072675,12:97661882-97813200,12:97652699-97812805,12:97661882-97812683,12:97661882-98072675,12:97652699-98902563,12:97661882-98072675",282,1,1,,0.307824,SKAT-O,0.5116975227071737,Not_Significant,103.998,0.0,,,
STX11,6:144513346-144554769,282,1,1,,0.112955,SKAT-O,0.9470945400924606,Not_Significant,253.038,0.0,,,
LRRC8B,"1:89762975-89836008,1:89762975-89836008,1:89762975-89836008,1:89762975-89836008",282,1,1,,0.839179,SKAT-O,0.07614539266272645,Not_Significant,4.66288,0.0,,,
BICRAL,"6:42896771-42944276,6:42822702-42944270",282,2,2,,0.413422,SKAT-O,0.383606416377382,Not_Significant,41.8028,0.0,,,
NEDD4,"15:53906413-54073102,15:53906408-53996621,15:53906413-54073102,15:53906413-53996626,15:53906408-53996621,15:53906408-53996621,15:53906408-53996621",282,4,4,,0.696529,SKAT-O,0.15706079700342826,Not_Significant,98.2673,0.0,,,
PLD5,"1:240312910-240754622,1:240318311-240679407,1:240312910-240679393,1:240312910-240754622",282,1,1,,0.733781,SKAT-O,0.13443353774494646,Not_Significant,1.43547,0.0,,,
SCN7A,"2:166968328-167059005,2:166968328-167051727",282,1,1,,0.3598,SKAT-O,0.44393884099046743,Not_Significant,22.6619,0.0,,,
TTC27,"2:32706620-32899622,2:32706620-32899622",282,2,2,,1.0,SKAT-O,-0.0,Not_Significant,0.116581,0.0,,,
AXIN1,"16:277440-342724,16:277440-342724,16:277440-342724",282,1,1,,0.307405,SKAT-O,0.5122890728975954,Not_Significant,61.0474,0.0,,,
SLC7A6,"16:66855929-66893223,16:66855929-66893223",282,1,1,,0.22919,SKAT-O,0.6398043353938412,Not_Significant,244.477,0.0,,,
COQ2,"4:84404000-84425311,4:84404000-84424975",282,1,1,,0.032495,SKAT-O,1.4881834586969098,Suggestive,294.988,0.0,,,
SLC35D2,"9:98122812-98185814,9:98122812-98185814,9:98115539-98185813",282,1,1,,0.396949,SKAT-O,0.40126528779952697,Not_Significant,125.839,0.0,,,
GRM5,"11:87877458-88436475,11:87877458-88438798,11:87877458-88438798",282,2,2,,0.41148,SKAT-O,0.385651268837431,Not_Significant,229.927,1.0,,,
NRG1,"8:32572885-32751104,8:32525370-32739081,8:32624149-32751104,8:32572885-32751104,8:32525370-32751104,8:32698812-32745017,8:32525370-32705678,8:32525269-32720312,8:32525370-32751104,8:32525370-32705678,8:32624149-32739081,8:32572885-32751104,8:32525370-32751104,8:32525370-32705678,8:32624149-32751104,8:32698894-32751104,8:32572885-32751104,8:32572885-32751104,8:32525370-32751104,8:31616809-32720312,8:32623792-32720312,8:32525370-32751104,8:32525269-32720312",282,2,2,,0.423694,SKAT-O,0.37294768607062156,Not_Significant,168.015,0.0,,,
EVI5L,"19:7801103-7835862,19:7801103-7835862",282,1,1,,0.371326,SKAT-O,0.4302446406978834,Not_Significant,41.8841,0.0,,,
ACSBG2,"19:6086677-6144102,19:6086677-6144102,19:6086677-6144102,19:6086677-6144102,19:6086677-6144102,19:6086643-6144114",282,2,2,,0.392136,SKAT-O,0.40656328551499304,Not_Significant,142.824,1.0,,,
TMEM163,2:134929799-135193040,282,3,3,,0.605357,SKAT-O,0.21798843129150364,Not_Significant,99.0162,1.0,,,
ODF2L,"1:86585094-86634613,1:86585107-86634594,1:86585107-86634594,1:86585094-86634613,1:86585107-86634594,1:86585107-86634594,1:86585107-86634332,1:86585107-86634594,1:86585107-86634594",282,1,1,,0.497663,SKAT-O,0.303064646764831,Not_Significant,12.9738,0.0,,,
CHMP3,"2:86584063-86644077,2:86584063-86644077,2:86584063-86644077,2:86584063-86644077",282,3,3,,0.245475,SKAT-O,0.6099927313002956,Not_Significant,400.853,1.0,,,
ZHX3,"20:39240508-39379785,20:39240508-39334310,20:39240508-39379785,20:39240508-39362174,20:39240508-39379785,20:39240508-39379785,20:39240508-39362174,20:39240508-39379785,20:39240508-39379785,20:39240508-39379785,20:39240508-39379785,20:39240508-39379785",282,1,1,,0.00270625,SKAT-O,2.5676320863025595,Significant,1117.44,0.0,,,
SLC25A48,"5:134942753-135252225,5:135198263-135252225,5:135198263-135252225,5:135198250-135247038,5:134942760-135247038",282,2,2,,0.388197,SKAT-O,0.41094782517764067,Not_Significant,221.224,1.0,,,
LCORL,"4:17451919-17632596,4:17451919-17632596,4:17451919-17632596,4:17491315-17632596,4:17451919-17632596,4:17491315-17632596,4:17491315-17632596,4:17451918-17632476,4:17451919-17632596,4:17451919-17632596,4:17491315-17632596,4:17451919-17632596,4:17491315-17632596,4:17451919-17632596,4:17503012-17632596,4:17451919-17632596",282,1,1,,0.597602,SKAT-O,0.22358795773296833,Not_Significant,28.3462,0.0,,,
ITIH5,"10:7641237-7748935,10:7653373-7748967,10:7641237-7701642",282,1,1,,0.242922,SKAT-O,0.6145331519468551,Not_Significant,106.903,0.0,,,
ALG9,"11:111158128-111247515,11:111158128-111247234,11:111158128-111247234,11:111158128-111247214,11:111158128-111247515,11:111158128-111247515,11:111158128-111247234,11:111158128-111247234,11:111158128-111247234,11:111158128-111247234,11:111158128-111247234,11:111158128-111247234,11:111158128-111247214,11:111158128-111247214,11:111158128-111247234,11:111158128-111247234,11:111158128-111247515,11:111158128-111247515,11:111158128-111247515,11:111158128-111247515",282,2,2,,,SKAT-O,,,,,,,
NPEPL1,"20:56701261-56724307,20:56697592-56724307,20:56697592-56724307",282,2,2,,0.809526,SKAT-O,0.0917691982074607,Not_Significant,41.6856,1.0,,,
TCF4,"18:51040413-51140070,18:51040413-51240526,18:51040413-51406421,18:51040413-51408040,18:51040413-51408040,18:51040413-51408040,18:51040413-51406421,18:51040559-51222224,18:51040413-51329001,18:51040559-51406858,18:51040413-51408040,18:51040413-51408040,18:51040413-51454186,18:51040413-51404351,18:51040413-51404351,18:51040413-51406421,18:51040413-51120889,18:51040413-51406421,18:51040413-51120889,18:51040413-51140070,18:51040413-51240526,18:51040413-51406421,18:51040413-51408040,18:51040413-51406421,18:51040413-51219917,18:51040413-51406421,18:51040413-51406421,18:51040413-51406421,18:51040413-51406846,18:51040413-51140070,18:51040413-51406421,18:51040413-51408040,18:51040559-51222224,18:51040559-51404348,18:51040413-51139164,18:51040413-51240526,18:51040413-51329001,18:51040559-51404348,18:51040559-51404348,18:51040413-51404351,18:51040413-51404351,18:51040413-51408040,18:51040413-51406846,18:51040413-51406846,18:51040413-51406421,18:51040413-51408040",282,2,2,,1.0,SKAT-O,-0.0,Not_Significant,0.983812,1.0,,,
